,col_base,col_vs,vs,vs_rate
3179,cat32,cat112,2390,0.0126912987606
3180,cat32,cat113,3269,0.0173589354178
3181,cat32,cat114,130987,0.695562824584
3182,cat32,cat115,75,0.000398262513408
3183,cat32,cat116,0,0.0
3184,cat33,cat34,187001,0.993006510265
3185,cat33,cat35,187170,0.993903928461
3186,cat33,cat36,155438,0.825401714122
3187,cat33,cat37,164812,0.875179218131
3188,cat33,cat38,168426,0.89437016111
3189,cat33,cat39,182456,0.968871801952
3190,cat33,cat40,179202,0.951592519037
3191,cat33,cat41,180254,0.957178814558
3192,cat33,cat42,185672,0.985949298527
3193,cat33,cat43,183175,0.972689811914
3194,cat33,cat44,171789,0.912228252212
3195,cat33,cat45,183050,0.972026041058
3196,cat33,cat46,186519,0.990447009845
3197,cat33,cat47,186676,0.99128070604
3198,cat33,cat48,187092,0.993489735447
3199,cat33,cat49,178220,0.946377935195
3200,cat33,cat50,136796,0.726409583789
3201,cat33,cat51,186134,0.98840259561
3202,cat33,cat52,178562,0.948194012256
3203,cat33,cat53,172038,0.913550483756
3204,cat33,cat54,182831,0.970863114519
3205,cat33,cat55,187218,0.99415881647
3206,cat33,cat56,187181,0.993962340297
3207,cat33,cat57,184423,0.979316900137
3208,cat33,cat58,187138,0.993734003122
3209,cat33,cat59,187079,0.993420703278
3210,cat33,cat60,186939,0.99267727992
3211,cat33,cat61,186649,0.991137331535
3212,cat33,cat62,187326,0.994732314489
3213,cat33,cat63,187284,0.994509287482
3214,cat33,cat64,187316,0.994679212821
3215,cat33,cat65,185157,0.983214562602
3216,cat33,cat66,179089,0.950992470183
3217,cat33,cat67,186711,0.991466561879
3218,cat33,cat68,187237,0.99425970964
3219,cat33,cat69,187092,0.993489735447
3220,cat33,cat70,187338,0.994796036491
3221,cat33,cat71,177817,0.944237937956
3222,cat33,cat72,118415,0.628803407003
3223,cat33,cat73,153656,0.815938996803
3224,cat33,cat74,183828,0.976157350864
3225,cat33,cat75,153784,0.816618698159
3226,cat33,cat76,182302,0.968054036258
3227,cat33,cat77,49,0.000260198175427
3228,cat33,cat78,1722,0.00914410730785
3229,cat33,cat79,7706,0.040920145711
3230,cat33,cat80,1263,0.00670674072579
3231,cat33,cat81,1254,0.00665894922418
3232,cat33,cat82,20034,0.106383882582
3233,cat33,cat83,26613,0.141319470258
3234,cat33,cat84,29301,0.155593198738
3235,cat33,cat85,1725,0.00916003780839
3236,cat33,cat86,2150,0.0114168587177
3237,cat33,cat87,1589,0.00843785511741
3238,cat33,cat88,168086,0.892564704383
3239,cat33,cat89,182920,0.971335719368
3240,cat33,cat90,177087,0.940361516159
3241,cat33,cat91,110710,0.587888571459
3242,cat33,cat92,124089,0.658933293684
3243,cat33,cat93,438,0.0023258530783
3244,cat33,cat94,1092,0.00579870219522
3245,cat33,cat95,3711,0.0197060291634
3246,cat33,cat96,65,0.000345160844954
3247,cat33,cat97,41749,0.22169415563
3248,cat33,cat98,104913,0.557105534256
3249,cat33,cat99,0,0.0
3250,cat33,cat100,9435,0.0501014241867
3251,cat33,cat101,106012,0.562941407619
3252,cat33,cat102,176451,0.936984250045
3253,cat33,cat103,122899,0.652614195138
3254,cat33,cat104,68,0.00036109134549
3255,cat33,cat105,77,0.000408882847099
3256,cat33,cat106,74,0.000392952346563
3257,cat33,cat107,74,0.000392952346563
3258,cat33,cat108,9585,0.0508979492136
3259,cat33,cat109,51,0.000270818509118
3260,cat33,cat110,1295,0.00687666606485
3261,cat33,cat111,128395,0.681798872121
3262,cat33,cat112,2399,0.0127390902622
3263,cat33,cat113,3255,0.0172845930819
3264,cat33,cat114,130836,0.69476098939
3265,cat33,cat115,74,0.000392952346563
3266,cat33,cat116,0,0.0
3267,cat34,cat35,187529,0.995810278359
3268,cat34,cat36,155769,0.827159379348
3269,cat34,cat37,165179,0.877128049363
3270,cat34,cat38,168763,0.896159687337
3271,cat34,cat39,182815,0.97077815185
3272,cat34,cat40,179555,0.953467007933
3273,cat34,cat41,180607,0.959053303455
3274,cat34,cat42,186045,0.98792999076
3275,cat34,cat43,183548,0.974670504147
3276,cat34,cat44,172164,0.914219564779
3277,cat34,cat45,183427,0.974027973959
3278,cat34,cat46,186864,0.992279017407
3279,cat34,cat47,187061,0.993325120275
3280,cat34,cat48,187465,0.995470427681
3281,cat34,cat49,178655,0.948687857772
3282,cat34,cat50,137279,0.728974394375
3283,cat34,cat51,186537,0.990542592848
3284,cat34,cat52,178959,0.950302148494
3285,cat34,cat53,172447,0.915722341996
3286,cat34,cat54,183224,0.972950010089
3287,cat34,cat55,187591,0.996139508703
3288,cat34,cat56,187554,0.99594303253
3289,cat34,cat57,184740,0.981000223027
3290,cat34,cat58,187501,0.995661593687
3291,cat34,cat59,187444,0.995358914177
3292,cat34,cat60,187294,0.99456238915
3293,cat34,cat61,187018,0.993096783101
3294,cat34,cat62,187695,0.996691766055
3295,cat34,cat63,187659,0.996500600049
3296,cat34,cat64,187693,0.996681145722
3297,cat34,cat65,185504,0.985057190497
3298,cat34,cat66,179440,0.952856338746
3299,cat34,cat67,187068,0.993362291443
3300,cat34,cat68,187600,0.996187300205
3301,cat34,cat69,187477,0.995534149683
3302,cat34,cat70,187711,0.996776728725
3303,cat34,cat71,178142,0.945963742181
3304,cat34,cat72,118332,0.628362663155
3305,cat34,cat73,153945,0.817473635022
3306,cat34,cat74,184181,0.97803183976
3307,cat34,cat75,153911,0.817293089349
3308,cat34,cat76,181931,0.966083964358
3309,cat34,cat77,49,0.000260198175427
3310,cat34,cat78,1363,0.00723775741034
3311,cat34,cat79,7494,0.0397943903397
3312,cat34,cat80,991,0.00526237534383
3313,cat34,cat81,1017,0.00540043968181
3314,cat34,cat82,19727,0.10475366136
3315,cat34,cat83,26360,0.139975998046
3316,cat34,cat84,29339,0.155794985078
3317,cat34,cat85,1360,0.0072218269098
3318,cat34,cat86,1916,0.0101742796759
3319,cat34,cat87,1296,0.00688197623169
3320,cat34,cat88,168389,0.894173684937
3321,cat34,cat89,183198,0.972811945751
3322,cat34,cat90,177429,0.94217759322
3323,cat34,cat91,110829,0.588520481314
3324,cat34,cat92,124330,0.660213043894
3325,cat34,cat93,435,0.00230992257777
3326,cat34,cat94,898,0.00476852982721
3327,cat34,cat95,3733,0.019822852834
3328,cat34,cat96,52,0.000276128675963
3329,cat34,cat97,41833,0.222140209645
3330,cat34,cat98,105164,0.558438386134
3331,cat34,cat99,0,0.0
3332,cat34,cat100,9414,0.049989910683
3333,cat34,cat101,106233,0.564114954492
3334,cat34,cat102,176774,0.938699433936
3335,cat34,cat103,123239,0.654419651865
3336,cat34,cat104,68,0.00036109134549
3337,cat34,cat105,77,0.000408882847099
3338,cat34,cat106,75,0.000398262513408
3339,cat34,cat107,75,0.000398262513408
3340,cat34,cat108,9508,0.0504890663665
3341,cat34,cat109,52,0.000276128675963
3342,cat34,cat110,1294,0.006871355898
3343,cat34,cat111,128395,0.681798872121
3344,cat34,cat112,2405,0.0127709512633
3345,cat34,cat113,3257,0.0172952134156
3346,cat34,cat114,131271,0.697070911968
3347,cat34,cat115,75,0.000398262513408
3348,cat34,cat116,0,0.0
3349,cat35,cat36,156126,0.829055108912
3350,cat35,cat37,165534,0.879013158593
3351,cat35,cat38,169134,0.898129759237
3352,cat35,cat39,183182,0.972726983082
3353,cat35,cat40,179910,0.955352117164
3354,cat35,cat41,180972,0.960991514353
3355,cat35,cat42,186426,0.989953164328
3356,cat35,cat43,183901,0.976544993044
3357,cat35,cat44,172517,0.916094053675
3358,cat35,cat45,183782,0.975913083189
3359,cat35,cat46,187223,0.994185367304
3360,cat35,cat47,187404,0.995146507503
3361,cat35,cat48,187868,0.99761042492
3362,cat35,cat49,178934,0.950169394322
3363,cat35,cat50,137450,0.729882432906
3364,cat35,cat51,186860,0.992257776739
3365,cat35,cat52,179304,0.952134156055
3366,cat35,cat53,172750,0.91733132255
3367,cat35,cat54,183557,0.974718295649
3368,cat35,cat55,187962,0.998109580603
3369,cat35,cat56,187927,0.997923724763
3370,cat35,cat57,185093,0.982874711923
3371,cat35,cat58,187866,0.997599804586
3372,cat35,cat59,187807,0.997286504742
3373,cat35,cat60,187663,0.996521840716
3374,cat35,cat61,187389,0.995066855001
3375,cat35,cat62,188060,0.998629976954
3376,cat35,cat63,188026,0.998449431281
3377,cat35,cat64,188058,0.99861935662
3378,cat35,cat65,185851,0.986899818392
3379,cat35,cat66,179801,0.954773308977
3380,cat35,cat67,187415,0.995204919339
3381,cat35,cat68,187965,0.998125511104
3382,cat35,cat69,187806,0.997281194575
3383,cat35,cat70,188082,0.998746800624
3384,cat35,cat71,178501,0.947870092078
3385,cat35,cat72,118281,0.628091844646
3386,cat35,cat73,154144,0.818530358224
3387,cat35,cat74,184534,0.979906328657
3388,cat35,cat75,154206,0.818859588568
3389,cat35,cat76,181170,0.962042927389
3390,cat35,cat77,49,0.000260198175427
3391,cat35,cat78,993,0.00527299567752
3392,cat35,cat79,7236,0.0384243672936
3393,cat35,cat80,847,0.00449771131809
3394,cat35,cat81,846,0.00449240115124
3395,cat35,cat82,19470,0.103388948481
3396,cat35,cat83,26193,0.139089200183
3397,cat35,cat84,29400,0.156118905256
3398,cat35,cat85,998,0.00529954651175
3399,cat35,cat86,1589,0.00843785511741
3400,cat35,cat87,982,0.00521458384222
3401,cat35,cat88,168926,0.897025244533
3402,cat35,cat89,183553,0.974697054981
3403,cat35,cat90,177791,0.944099873618
3404,cat35,cat91,111038,0.589630306184
3405,cat35,cat92,124612,0.661710510944
3406,cat35,cat93,434,0.00230461241092
3407,cat35,cat94,875,0.00464639598976
3408,cat35,cat95,3736,0.0198387833346
3409,cat35,cat96,68,0.00036109134549
3410,cat35,cat97,41841,0.22218269098
3411,cat35,cat98,105492,0.560180120859
3412,cat35,cat99,0,0.0
3413,cat35,cat100,9407,0.0499527395151
3414,cat35,cat101,106561,0.565856689217
3415,cat35,cat102,177098,0.940419927994
3416,cat35,cat103,123558,0.656113595089
3417,cat35,cat104,68,0.00036109134549
3418,cat35,cat105,77,0.000408882847099
3419,cat35,cat106,75,0.000398262513408
3420,cat35,cat107,75,0.000398262513408
3421,cat35,cat108,9299,0.0493792414958
3422,cat35,cat109,52,0.000276128675963
3423,cat35,cat110,1293,0.00686604573116
3424,cat35,cat111,128395,0.681798872121
3425,cat35,cat112,2411,0.0128028122644
3426,cat35,cat113,3269,0.0173589354178
3427,cat35,cat114,131523,0.698409074013
3428,cat35,cat115,75,0.000398262513408
3429,cat35,cat116,0,0.0
3430,cat36,cat37,142064,0.754383542731
3431,cat36,cat38,157608,0.836924776176
3432,cat36,cat39,156672,0.831954460009
3433,cat36,cat40,158540,0.841873851676
3434,cat36,cat41,158876,0.843658067736
3435,cat36,cat42,155272,0.824520226426
3436,cat36,cat43,153519,0.815211503945
3437,cat36,cat44,149297,0.792791979524
3438,cat36,cat45,153360,0.814367187417
3439,cat36,cat46,156311,0.830037489778
3440,cat36,cat47,155980,0.828279824552
3441,cat36,cat48,156248,0.829702949267
3442,cat36,cat49,147450,0.78298410136
3443,cat36,cat50,108452,0.575898214722
3444,cat36,cat51,155126,0.823744942066
3445,cat36,cat52,148292,0.787455261844
3446,cat36,cat53,141700,0.752450641999
3447,cat36,cat54,152025,0.807278114678
3448,cat36,cat55,156188,0.829384339256
3449,cat36,cat56,156161,0.829240964751
3450,cat36,cat57,155125,0.823739631899
3451,cat36,cat58,156208,0.829490542593
3452,cat36,cat59,156101,0.82892235474
3453,cat36,cat60,156045,0.828624985397
3454,cat36,cat61,155987,0.82831699572
3455,cat36,cat62,156282,0.829883494939
3456,cat36,cat63,156254,0.829734810268
3457,cat36,cat64,156282,0.829883494939
3458,cat36,cat65,154903,0.82256077486
3459,cat36,cat66,150663,0.800045667435
3460,cat36,cat67,155841,0.827541711361
3461,cat36,cat68,156259,0.829761361102
3462,cat36,cat69,156110,0.828970146242
3463,cat36,cat70,156290,0.829925976274
3464,cat36,cat71,149683,0.794841703926
3465,cat36,cat72,113887,0.604758971527
3466,cat36,cat73,131814,0.699954332565
3467,cat36,cat74,154524,0.820548221625
3468,cat36,cat75,134188,0.712560668656
3469,cat36,cat76,151929,0.806768338661
3470,cat36,cat77,48,0.000254888008581
3471,cat36,cat78,32612,0.173175161164
3472,cat36,cat79,29338,0.155789674912
3473,cat36,cat80,12794,0.0679382746206
3474,cat36,cat81,7806,0.0414511623955
3475,cat36,cat82,41991,0.222979216007
3476,cat36,cat83,45665,0.242488768997
3477,cat36,cat84,25970,0.137905032976
3478,cat36,cat85,32521,0.172691935981
3479,cat36,cat86,19417,0.103107509638
3480,cat36,cat87,26988,0.143310782825
3481,cat36,cat88,139947,0.743141919519
3482,cat36,cat89,154173,0.818684353062
3483,cat36,cat90,150357,0.79842075638
3484,cat36,cat91,99977,0.530894550707
3485,cat36,cat92,103438,0.549273038159
3486,cat36,cat93,544,0.00288873076392
3487,cat36,cat94,9614,0.0510519440521
3488,cat36,cat95,3125,0.016594271392
3489,cat36,cat96,469,0.00249046825051
3490,cat36,cat97,35071,0.186232861437
3491,cat36,cat98,87180,0.462940345586
3492,cat36,cat99,0,0.0
3493,cat36,cat100,10660,0.0566063785724
3494,cat36,cat101,96728,0.513641818626
3495,cat36,cat102,148008,0.78594717446
3496,cat36,cat103,139925,0.743025095849
3497,cat36,cat104,65,0.000345160844954
3498,cat36,cat105,60,0.000318610010727
3499,cat36,cat106,62,0.000329230344417
3500,cat36,cat107,62,0.000329230344417
3501,cat36,cat108,19014,0.100967512399
3502,cat36,cat109,43,0.000228337174354
3503,cat36,cat110,1061,0.00563408702301
3504,cat36,cat111,101899,0.541100691384
3505,cat36,cat112,2041,0.0108380505315
3506,cat36,cat113,2723,0.0144595843201
3507,cat36,cat114,101462,0.538780148472
3508,cat36,cat115,62,0.000329230344417
3509,cat36,cat116,1,5.31016684544e-06
3510,cat37,cat38,158170,0.839909089944
3511,cat37,cat39,163726,0.869412376937
3512,cat37,cat40,159186,0.845304219459
3513,cat37,cat41,160436,0.851941928015
3514,cat37,cat42,165654,0.879650378615
3515,cat37,cat43,166695,0.885178262301
3516,cat37,cat44,167585,0.889904310793
3517,cat37,cat45,165982,0.88139211334
3518,cat37,cat46,165395,0.878275045402
3519,cat37,cat47,165882,0.880861096656
3520,cat37,cat48,165650,0.879629137948
3521,cat37,cat49,157966,0.838825815907
3522,cat37,cat50,132804,0.705211397742
3523,cat37,cat51,164806,0.87514735713
3524,cat37,cat52,164406,0.873023290392
3525,cat37,cat53,155404,0.825221168449
3526,cat37,cat54,162703,0.863980076254
3527,cat37,cat55,165646,0.87960789728
3528,cat37,cat56,165619,0.879464522775
3529,cat37,cat57,163169,0.866454614004
3530,cat37,cat58,165528,0.878981297592
3531,cat37,cat59,165511,0.878891024756
3532,cat37,cat60,165345,0.87800953706
3533,cat37,cat61,165119,0.876809439353
3534,cat37,cat62,165694,0.879862785289
3535,cat37,cat63,165668,0.879724720951
3536,cat37,cat64,165690,0.879841544621
3537,cat37,cat65,164025,0.871000116824
3538,cat37,cat66,158415,0.841210080821
3539,cat37,cat67,165201,0.877244873034
3540,cat37,cat68,165615,0.879443282108
3541,cat37,cat69,165560,0.879151222931
3542,cat37,cat70,165712,0.879958368292
3543,cat37,cat71,158735,0.842909334211
3544,cat37,cat72,110125,0.584782123854
3545,cat37,cat73,142348,0.755891630115
3546,cat37,cat74,163188,0.866555507174
3547,cat37,cat75,139670,0.741671003303
3548,cat37,cat76,160614,0.852887137714
3549,cat37,cat77,54,0.000286749009654
3550,cat37,cat78,23282,0.123631304496
3551,cat37,cat79,25845,0.13724126212
3552,cat37,cat80,4767,0.0253135653522
3553,cat37,cat81,3761,0.0199715375057
3554,cat37,cat82,34629,0.183885767691
3555,cat37,cat83,40196,0.213447466519
3556,cat37,cat84,26310,0.139710489704
3557,cat37,cat85,23258,0.123503860491
3558,cat37,cat86,12654,0.0671948512622
3559,cat37,cat87,22309,0.118464512155
3560,cat37,cat88,149695,0.794905425928
3561,cat37,cat89,161861,0.85950891577
3562,cat37,cat90,156391,0.830462303126
3563,cat37,cat91,103649,0.550393483363
3564,cat37,cat92,109982,0.584022769995
3565,cat37,cat93,520,0.00276128675963
3566,cat37,cat94,6885,0.0365604987309
3567,cat37,cat95,3307,0.0175607217579
3568,cat37,cat96,616,0.00327106277679
3569,cat37,cat97,36196,0.192206799138
3570,cat37,cat98,94178,0.50010089317
3571,cat37,cat99,0,0.0
3572,cat37,cat100,8804,0.0467507089073
3573,cat37,cat101,86453,0.459079854289
3574,cat37,cat102,155990,0.828332926221
3575,cat37,cat103,133556,0.70920464321
3576,cat37,cat104,67,0.000355781178645
3577,cat37,cat105,68,0.00036109134549
3578,cat37,cat106,71,0.000377021846026
3579,cat37,cat107,70,0.000371711679181
3580,cat37,cat108,14988,0.0795887806795
3581,cat37,cat109,45,0.000238957508045
3582,cat37,cat110,1097,0.00582525302945
3583,cat37,cat111,107723,0.572027103092
3584,cat37,cat112,2171,0.0115283722215
3585,cat37,cat113,2887,0.0153304516828
3586,cat37,cat114,119216,0.633056850646
3587,cat37,cat115,70,0.000371711679181
3588,cat37,cat116,0,0.0
3589,cat38,cat39,170764,0.906785331195
3590,cat38,cat40,165800,0.880425662974
3591,cat38,cat41,166952,0.88654297518
3592,cat38,cat42,168598,0.895283509808
3593,cat38,cat43,166929,0.886420841343
3594,cat38,cat44,171455,0.910454656485
3595,cat38,cat45,166526,0.884280844104
3596,cat38,cat46,169801,0.901671640523
3597,cat38,cat47,169268,0.898841321594
3598,cat38,cat48,169380,0.899436060281
3599,cat38,cat49,160288,0.851156023322
3600,cat38,cat50,121118,0.643156787986
3601,cat38,cat51,168140,0.892851453393
3602,cat38,cat52,161198,0.855988275152
3603,cat38,cat53,154446,0.820134028611
3604,cat38,cat54,164961,0.875970432991
3605,cat38,cat55,169186,0.898405887913
3606,cat38,cat56,169159,0.898262513408
3607,cat38,cat57,167179,0.887748383054
3608,cat38,cat58,169162,0.898278443909
3609,cat38,cat59,169099,0.897943903397
3610,cat38,cat60,168947,0.897136758037
3611,cat38,cat61,168771,0.896202168672
3612,cat38,cat62,169288,0.898947524931
3613,cat38,cat63,169262,0.898809460593
3614,cat38,cat64,169292,0.898968765599
3615,cat38,cat65,167565,0.889798107457
3616,cat38,cat66,162163,0.861112586157
3617,cat38,cat67,168845,0.896595121019
3618,cat38,cat68,169255,0.898772289425
3619,cat38,cat69,169200,0.898480230249
3620,cat38,cat70,169300,0.899011246933
3621,cat38,cat71,161445,0.857299886362
3622,cat38,cat72,113323,0.601764037426
3623,cat38,cat73,143081,0.759783982413
3624,cat38,cat74,166829,0.885889824658
3625,cat38,cat75,142140,0.754787115411
3626,cat38,cat76,164894,0.875614651812
3627,cat38,cat77,47,0.000249577841736
3628,cat38,cat78,19674,0.104472222517
3629,cat38,cat79,21762,0.115559850891
3630,cat38,cat80,5804,0.0308202083709
3631,cat38,cat81,7646,0.0406015357003
3632,cat38,cat82,32338,0.171720175448
3633,cat38,cat83,37841,0.200942023598
3634,cat38,cat84,26803,0.142328401958
3635,cat38,cat85,19648,0.104334158179
3636,cat38,cat86,11680,0.0620227487548
3637,cat38,cat87,17733,0.0941651886702
3638,cat38,cat88,151969,0.806980745335
3639,cat38,cat89,165924,0.881084123663
3640,cat38,cat90,160104,0.850178952623
3641,cat38,cat91,105238,0.558831338481
3642,cat38,cat92,112727,0.598599177986
3643,cat38,cat93,514,0.00272942575856
3644,cat38,cat94,6062,0.0321902314171
3645,cat38,cat95,3384,0.017969604605
3646,cat38,cat96,336,0.00178421606007
3647,cat38,cat97,37556,0.199428626047
3648,cat38,cat98,95207,0.505565054854
3649,cat38,cat99,0,0.0
3650,cat38,cat100,10032,0.0532715937935
3651,cat38,cat101,93445,0.496208540872
3652,cat38,cat102,159728,0.848182329889
3653,cat38,cat103,126087,0.669543007041
3654,cat38,cat104,67,0.000355781178645
3655,cat38,cat105,65,0.000345160844954
3656,cat38,cat106,65,0.000345160844954
3657,cat38,cat107,67,0.000355781178645
3658,cat38,cat108,14763,0.0783939931393
3659,cat38,cat109,45,0.000238957508045
3660,cat38,cat110,1155,0.00613324270649
3661,cat38,cat111,110823,0.588488620312
3662,cat38,cat112,2204,0.0117036077274
3663,cat38,cat113,2935,0.0155853396914
3664,cat38,cat114,114270,0.606792765429
3665,cat38,cat115,67,0.000355781178645
3666,cat38,cat116,1,5.31016684544e-06
3667,cat39,cat40,176336,0.936373580858
3668,cat39,cat41,177618,0.943181214754
3669,cat39,cat42,181932,0.966089274525
3670,cat39,cat43,179683,0.95414670929
3671,cat39,cat44,171173,0.908957189435
3672,cat39,cat45,179488,0.953111226755
3673,cat39,cat46,183317,0.973443855606
3674,cat39,cat47,182972,0.971611848044
3675,cat39,cat48,183204,0.972843806752
3676,cat39,cat49,174256,0.925328433819
3677,cat39,cat50,133378,0.708259433511
3678,cat39,cat51,182168,0.967342473901
3679,cat39,cat52,174870,0.928588876262
3680,cat39,cat53,168160,0.89295765673
3681,cat39,cat54,178891,0.949941057148
3682,cat39,cat55,183254,0.973109315095
3683,cat39,cat56,183221,0.972934079589
3684,cat39,cat57,180481,0.958384222432
3685,cat39,cat58,183176,0.972695122081
3686,cat39,cat59,183109,0.972339340902
3687,cat39,cat60,182971,0.971606537877
3688,cat39,cat61,182721,0.970278996166
3689,cat39,cat62,183350,0.973619091112
3690,cat39,cat63,183322,0.97347040644
3691,cat39,cat64,183352,0.973629711446
3692,cat39,cat65,181255,0.962494291571
3693,cat39,cat66,175323,0.930994381843
3694,cat39,cat67,182799,0.97069318918
3695,cat39,cat68,183329,0.973507577608
3696,cat39,cat69,183158,0.972599539078
3697,cat39,cat70,183370,0.973725294449
3698,cat39,cat71,174303,0.925578011661
3699,cat39,cat72,116361,0.617896324303
3700,cat39,cat73,151592,0.804978812434
3701,cat39,cat74,180162,0.956690279209
3702,cat39,cat75,151294,0.803396382714
3703,cat39,cat76,177731,0.943781263607
3704,cat39,cat77,49,0.000260198175427
3705,cat39,cat78,5674,0.030129886681
3706,cat39,cat79,11058,0.0587198249769
3707,cat39,cat80,1953,0.0103707558491
3708,cat39,cat81,1887,0.0100202848373
3709,cat39,cat82,22635,0.120195626547
3710,cat39,cat83,29035,0.154180694357
3711,cat39,cat84,28772,0.152784120477
3712,cat39,cat85,5682,0.0301723680158
3713,cat39,cat86,4600,0.024426767489
3714,cat39,cat87,5355,0.0284359434573
3715,cat39,cat88,164473,0.87337907157
3716,cat39,cat89,179012,0.950583587336
3717,cat39,cat90,173233,0.919896133137
3718,cat39,cat91,110195,0.585153835534
3719,cat39,cat92,121943,0.647537675634
3720,cat39,cat93,441,0.00234178357884
3721,cat39,cat94,2229,0.0118363618985
3722,cat39,cat95,3654,0.0194033496532
3723,cat39,cat96,136,0.00072218269098
3724,cat39,cat97,40847,0.216904385136
3725,cat39,cat98,102441,0.543978801814
3726,cat39,cat99,0,0.0
3727,cat39,cat100,9627,0.0511209762211
3728,cat39,cat101,103350,0.548805743476
3729,cat39,cat102,172769,0.91743221572
3730,cat39,cat103,124406,0.660616616574
3731,cat39,cat104,66,0.000350471011799
3732,cat39,cat105,74,0.000392952346563
3733,cat39,cat106,73,0.000387642179717
3734,cat39,cat107,74,0.000392952346563
3735,cat39,cat108,10951,0.0581516371244
3736,cat39,cat109,51,0.000270818509118
3737,cat39,cat110,1270,0.00674391189371
3738,cat39,cat111,123822,0.657515479136
3739,cat39,cat112,2351,0.0124842022536
3740,cat39,cat113,3192,0.0169500525707
3741,cat39,cat114,127240,0.675665629414
3742,cat39,cat115,74,0.000392952346563
3743,cat39,cat116,0,0.0
3744,cat40,cat41,181426,0.963402330101
3745,cat40,cat42,178598,0.948385178262
3746,cat40,cat43,177585,0.943005979248
3747,cat40,cat44,166331,0.883245361569
3748,cat40,cat45,178470,0.947705476906
3749,cat40,cat46,179499,0.95316963859
3750,cat40,cat47,179576,0.953578521437
3751,cat40,cat48,179934,0.955479561168
3752,cat40,cat49,171026,0.908176594909
3753,cat40,cat50,130190,0.691330621608
3754,cat40,cat51,178892,0.949946367315
3755,cat40,cat52,171490,0.910640512325
3756,cat40,cat53,164930,0.875805817819
3757,cat40,cat54,175661,0.932789218237
3758,cat40,cat55,179978,0.955713208509
3759,cat40,cat56,179945,0.955537973003
3760,cat40,cat57,177693,0.943579477267
3761,cat40,cat58,179928,0.955447700167
3762,cat40,cat59,179855,0.955060057987
3763,cat40,cat60,179741,0.954454698967
3764,cat40,cat61,179675,0.954104227955
3765,cat40,cat62,180080,0.956254845527
3766,cat40,cat63,180048,0.956084920188
3767,cat40,cat64,180084,0.956276086195
3768,cat40,cat65,178527,0.948008156416
3769,cat40,cat66,174465,0.92643825869
3770,cat40,cat67,179481,0.953074055587
3771,cat40,cat68,180017,0.955920305016
3772,cat40,cat69,179844,0.955001646152
3773,cat40,cat70,180096,0.956339808197
3774,cat40,cat71,171439,0.910369693816
3775,cat40,cat72,116991,0.621241729415
3776,cat40,cat73,147166,0.781476013976
3777,cat40,cat74,177456,0.942320967725
3778,cat40,cat75,149020,0.791321063308
3779,cat40,cat76,173922,0.923554838093
3780,cat40,cat77,45,0.000238957508045
3781,cat40,cat78,8914,0.0473348272603
3782,cat40,cat79,10841,0.0575675187714
3783,cat40,cat80,6760,0.0358967278752
3784,cat40,cat81,2706,0.0143693114838
3785,cat40,cat82,24915,0.132302806954
3786,cat40,cat83,30938,0.164285941864
3787,cat40,cat84,28684,0.152316825795
3788,cat40,cat85,8875,0.0471277307533
3789,cat40,cat86,6487,0.0344470523264
3790,cat40,cat87,6967,0.0369959324122
3791,cat40,cat88,161450,0.857326437197
3792,cat40,cat89,176484,0.937159485551
3793,cat40,cat90,170706,0.906477341518
3794,cat40,cat91,111341,0.591239286738
3795,cat40,cat92,120947,0.642248749456
3796,cat40,cat93,473,0.00251170891789
3797,cat40,cat94,2908,0.0154419651865
3798,cat40,cat95,3543,0.0188139211334
3799,cat40,cat96,162,0.000860247028962
3800,cat40,cat97,40238,0.213670493527
3801,cat40,cat98,100407,0.53317792245
3802,cat40,cat99,0,0.0
3803,cat40,cat100,9728,0.0516573030725
3804,cat40,cat101,102887,0.546347136227
3805,cat40,cat102,171368,0.90999267197
3806,cat40,cat103,124641,0.661864505783
3807,cat40,cat104,66,0.000350471011799
3808,cat40,cat105,72,0.000382332012872
3809,cat40,cat106,69,0.000366401512336
3810,cat40,cat107,69,0.000366401512336
3811,cat40,cat108,11705,0.0621555029259
3812,cat40,cat109,51,0.000270818509118
3813,cat40,cat110,1246,0.00661646788942
3814,cat40,cat111,121598,0.645705668072
3815,cat40,cat112,2311,0.0122717955798
3816,cat40,cat113,3130,0.0166208222262
3817,cat40,cat114,123965,0.658274832995
3818,cat40,cat115,69,0.000366401512336
3819,cat40,cat116,0,0.0
3820,cat41,cat42,179632,0.95387589078
3821,cat41,cat43,179229,0.951735893542
3822,cat41,cat44,167569,0.889819348124
3823,cat41,cat45,178572,0.948247113924
3824,cat41,cat46,180601,0.959021442454
3825,cat41,cat47,180638,0.959217918627
3826,cat41,cat48,180992,0.96109771769
3827,cat41,cat49,172066,0.913699168428
3828,cat41,cat50,131078,0.696046049767
3829,cat41,cat51,179934,0.955479561168
3830,cat41,cat52,172540,0.916216187513
3831,cat41,cat53,165958,0.881264669336
3832,cat41,cat54,176709,0.938354273091
3833,cat41,cat55,181034,0.961320744698
3834,cat41,cat56,180997,0.961124268525
3835,cat41,cat57,178547,0.948114359753
3836,cat41,cat58,180978,0.961023375354
3837,cat41,cat59,180903,0.960625112841
3838,cat41,cat60,180797,0.960062235155
3839,cat41,cat61,180653,0.95929757113
3840,cat41,cat62,181140,0.961883622383
3841,cat41,cat63,181108,0.961713697044
3842,cat41,cat64,181140,0.961883622383
